Name,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Age
Audi Q7 45 TDI Quattro Technology,20002,Diesel,Automatic,1,14.75,2967,245.0,7,67000.0,5
Hyundai i10 Sportz 1.2,37000,Petrol,Manual,1,20.36,1197,78.9,5,2200.0,10
Maruti SX4 ZXI MT BSIV,63067,Petrol,Manual,2,15.5,1586,103.3,5,2700.0,11
Ford EcoSport 1.5 Diesel Titanium,26000,Diesel,Manual,1,23.0,1498,98.96,5,8990.0,4
Honda Mobilio V i DTEC,57000,Diesel,Manual,1,24.2,1498,98.6,7,5750.0,7
Volkswagen Polo 1.2 MPI Highline,22000,Petrol,Manual,1,16.47,1198,74.0,5,3800.0,6
Hyundai Verna 1.6 SX VTVT,45000,Petrol,Manual,2,17.01,1591,121.3,5,6750.0,7
Honda Jazz VX,8000,Petrol,Manual,1,18.2,1199,88.7,5,7900.0,4
Skoda Rapid 1.6 TDI Ambition,180000,Diesel,Manual,1,20.5,1598,103.5,5,3650.0,9
Hyundai i10 Sportz 1.2,28000,Petrol,Manual,1,20.36,1197,78.9,5,3400.0,6
Maruti Ertiga VDI,105000,Diesel,Manual,2,20.77,1248,88.76,7,5900.0,9
Maruti Wagon R Stingray VXI,23840,Petrol,Manual,1,20.51,998,67.04,5,3000.0,7
Maruti Ertiga ZDI,74000,Diesel,Manual,1,20.77,1248,88.8,7,8750.0,6
Hyundai i20 1.2 Sportz,29634,Petrol,Manual,2,17.0,1197,80.0,5,6000.0,6
Toyota Fortuner 3.0 Diesel,171000,Diesel,Manual,1,11.5,2982,171.0,7,16750.0,7
Land Rover Range Rover TDV8 (Diesel),55000,Diesel,Automatic,1,10.2,4367,308.0,7,67000.0,10
Mercedes-Benz GLC 220,50794,Diesel,Automatic,1,17.9,2143,170.0,5,43300.0,4
Honda City 1.5 V MT,138000,Petrol,Manual,2,17.0,1497,118.0,5,3500.0,12
Volkswagen Vento 1.5 TDI Highline,121311,Diesel,Manual,1,20.64,1498,108.5,5,2900.0,10
Maruti Ertiga VDI,52000,Diesel,Manual,1,20.77,1248,88.76,7,6900.0,8
Volkswagen Vento Diesel Highline,80000,Diesel,Manual,1,20.54,1598,103.6,5,4750.0,10
Ford Endeavour 3.2 Trend AT 4X4,30552,Diesel,Automatic,1,10.91,3198,197.2,7,32440.0,3
Honda Amaze VX i-Vtech,48000,Petrol,Manual,1,18.0,1198,86.7,5,4750.0,7
Honda City i VTEC VX,36891,Petrol,Manual,1,17.8,1497,117.3,5,10490.0,5
Ford Figo Diesel EXI,36542,Diesel,Manual,1,20.0,1399,68.05,5,2650.0,9
Maruti Ritz VDi,39772,Diesel,Manual,1,23.2,1248,73.94,5,2850.0,9
BMW 3 Series 320d Sport Line,24000,Diesel,Automatic,1,18.88,1995,184.0,5,28000.0,3
Toyota Etios Liva 1.2 G,53000,Petrol,Manual,1,17.71,1197,78.9,5,3900.0,7
Toyota Camry Hybrid,17000,Petrol,Automatic,1,19.16,2494,158.2,5,32000.0,3
Toyota Fortuner 4x2 4 Speed AT,73000,Diesel,Automatic,1,11.5,2982,169.0,7,14400.0,9
Maruti Ertiga ZXI,68000,Petrol,Manual,2,16.02,1373,93.7,7,6250.0,8
Maruti Wagon R LXI,52618,Petrol,Manual,1,18.9,998,67.1,5,3200.0,9
Maruti A-Star Vxi,66149,Petrol,Manual,1,19.0,998,66.1,5,2450.0,12
Honda Accord V6 AT,120000,Petrol,Automatic,2,9.0,2997,218.0,5,2650.0,15
Honda City 1.5 V MT,42086,Petrol,Manual,1,17.0,1497,118.0,5,3350.0,10
Renault Lodgy 110PS RxZ 8 Seater,51681,Diesel,Manual,1,19.98,1461,108.5,8,8430.0,5
Mercedes-Benz E-Class 2009-2013 E 200 CGI Avantgarde,35939,Petrol,Manual,1,12.3,1796,185.0,5,30420.0,5
Mahindra XUV500 W6 2WD,48000,Diesel,Manual,1,16.0,2179,140.0,7,9450.0,6
Maruti Wagon R VXI,39867,Petrol,Manual,1,22.5,998,67.04,5,4500.0,4
Honda Amaze SX i-DTEC,51806,Diesel,Manual,1,25.8,1498,98.6,5,5400.0,5
Hyundai EON D Lite Plus,36000,Petrol,Manual,1,21.1,814,55.2,5,1950.0,8
Ford Mustang V8,21290,Petrol,Automatic,1,13.0,4951,395.0,4,56800.0,3
Volkswagen Ameo 1.5 TDI Highline,31426,Diesel,Manual,1,21.66,1498,108.62,5,7900.0,3
Maruti Swift DDiS ZDI Plus,5456,Diesel,Manual,1,28.4,1248,74.0,5,8650.0,3
Land Rover Range Rover 2.2L Prestige,37000,Diesel,Automatic,1,12.7,2179,187.7,5,36000.0,6
Maruti Alto K10 VXI,10000,Petrol,Manual,1,24.07,998,67.1,5,3500.0,5
Datsun GO Plus T Petrol,32851,Petrol,Manual,1,19.83,1198,67.0,7,3950.0,4
Hyundai Creta 1.6 SX,21000,Petrol,Manual,1,15.8,1591,121.3,5,10900.0,5
Hyundai Verna CRDi SX,94900,Diesel,Manual,1,16.8,1493,110.0,5,5350.0,9
Hyundai Elantra CRDi SX,42000,Diesel,Manual,1,22.7,1582,126.24,5,5850.0,8
Audi A4 35 TDI Premium,50000,Diesel,Automatic,1,17.11,1968,174.33,5,25000.0,6
Mahindra Scorpio LX 2.6 Turbo,131000,Diesel,Manual,1,10.5,2609,120.0,7,3600.0,13
Audi A3 35 TDI Attraction,79271,Diesel,Automatic,1,20.38,1968,143.0,5,16500.0,7
Maruti Swift ZDi,92000,Diesel,Manual,2,22.9,1248,74.0,5,4350.0,8
Honda Amaze S i-Dtech,61297,Diesel,Manual,1,25.8,1498,98.6,5,4350.0,7
Maruti Alto K10 2010-2014 VXI,81000,Petrol,Manual,1,20.92,998,67.1,5,2200.0,10
Toyota Etios G,37000,Petrol,Manual,1,17.6,1496,88.73,5,2800.0,10
Toyota Innova 2.5 G (Diesel) 8 Seater,92000,Diesel,Manual,1,12.99,2494,100.0,8,12500.0,8
Tata Hexa XTA,39000,Diesel,Automatic,1,17.6,2179,153.86,7,13500.0,5
Audi A4 2.0 TDI,45330,Diesel,Automatic,1,16.55,1968,147.51,5,13190.0,8
Ford Fiesta 1.4 ZXi Duratec,76000,Petrol,Manual,2,16.6,1388,68.0,5,1490.0,13
Honda CR-V 2.4 MT,47700,Petrol,Manual,2,10.8,2354,152.0,5,5250.0,14
Chevrolet Beat Diesel LS,55012,Diesel,Manual,2,25.44,936,57.6,5,3700.0,7
Mercedes-Benz GLC 43 AMG Coupe,22397,Petrol,Automatic,1,11.5,2996,367.0,5,70990.0,3
Maruti Alto LXI,52195,Petrol,Manual,1,19.7,796,46.3,5,1750.0,14
Maruti Ertiga ZDI,64000,Diesel,Manual,1,20.77,1248,88.8,7,7250.0,7
Tata Tigor 1.05 Revotorq XZ Option,29279,Diesel,Manual,1,24.7,1047,69.0,5,7460.0,2
Volkswagen Ameo 1.5 TDI Highline,20000,Diesel,Manual,1,21.66,1498,108.62,5,6750.0,5
Nissan Micra XL,45000,Petrol,Manual,1,18.44,1198,75.0,5,1750.0,8
Honda City 1.5 S MT,70000,Petrol,Manual,1,17.0,1497,118.0,5,2100.0,12
Maruti Zen LXi - BS III,67196,Petrol,Manual,1,17.3,993,60.0,5,1250.0,15
Hyundai i20 Sportz 1.4 CRDi,68000,Diesel,Manual,1,21.9,1396,88.76,5,4400.0,9
Honda Brio 1.2 VX MT,33746,Petrol,Manual,1,18.5,1198,86.8,5,3200.0,8
Honda Civic 2010-2013 1.8 V MT,38000,Petrol,Manual,1,14.8,1799,130.2,5,2000.0,11
Audi A6 2.0 TDI Design Edition,56000,Diesel,Automatic,2,18.53,1968,187.74,5,29500.0,7
Honda City V AT,37000,Petrol,Automatic,1,15.6,1497,116.3,5,6750.0,9
Honda Brio V MT,45000,Petrol,Manual,2,19.4,1198,86.8,5,3650.0,9
Volkswagen Vento Diesel Breeze,43000,Diesel,Manual,1,20.5,1598,105.0,5,5950.0,8
Maruti Swift Dzire AMT ZDI,54897,Diesel,Automatic,1,26.59,1248,74.0,5,7300.0,5
Volkswagen Ameo 1.5 TDI Highline AT,22440,Diesel,Automatic,1,22.0,1498,108.495,5,8890.0,4
Renault KWID 1.0 RXT Optional,63262,Petrol,Manual,1,21.7,999,67.0,5,3250.0,4
BMW 3 Series 320d Luxury Line,56087,Diesel,Automatic,1,22.69,1995,190.0,5,20750.0,6
Maruti Alto K10 VXI,28300,Petrol,Manual,1,24.07,998,67.1,5,2150.0,10
Honda Jazz 1.2 VX i VTEC,31700,Petrol,Manual,1,18.7,1199,88.7,5,6450.0,5
Mahindra KUV 100 G80 K8 Dual Tone,42000,Petrol,Manual,1,18.15,1198,82.0,6,5500.0,3
Volkswagen Vento 1.5 TDI Highline,58000,Diesel,Manual,1,20.34,1498,103.2,5,5850.0,6
Maruti Swift VXI BSIV,30000,Petrol,Manual,1,20.4,1197,81.8,5,5000.0,5
Hyundai Grand i10 Asta Option,13000,Petrol,Manual,1,18.9,1197,82.0,5,5150.0,4
Maruti Vitara Brezza ZDi,64456,Diesel,Manual,1,24.3,1248,88.5,5,10460.0,3
BMW 5 Series 2003-2012 525d,89000,Diesel,Automatic,1,16.73,1995,218.0,5,16570.0,10
Skoda Superb Elegance 1.8 TSI AT,78000,Petrol,Automatic,2,13.7,1798,157.75,5,4500.0,10
Maruti Omni E MPI STD BS IV,11571,Petrol,Manual,1,16.8,796,34.2,8,3800.0,2
Hyundai i20 Magna 1.2,53000,Petrol,Manual,1,18.6,1197,81.83,5,5500.0,6
Mini Cooper Convertible S,11900,Petrol,Automatic,1,16.82,1998,189.08,4,28500.0,7
Mahindra Ssangyong Rexton RX7,65000,Diesel,Automatic,1,11.18,2696,184.0,7,10500.0,7
Hyundai Creta 1.6 SX Option Diesel,93000,Diesel,Manual,1,20.5,1582,126.2,5,10800.0,5
Mercedes-Benz A Class A180 Sport,17000,Petrol,Automatic,1,15.5,1595,122.0,5,17250.0,5
Renault Duster 110PS Diesel RxZ AMT,68163,Diesel,Automatic,1,19.6,1461,108.45,5,8900.0,5
Toyota Innova Crysta 2.8 ZX AT,41736,Diesel,Automatic,1,11.36,2755,171.5,7,19920.0,3
Maruti Swift ZDi,65060,Diesel,Manual,1,22.9,1248,74.0,5,4800.0,9
Audi A4 2.0 TDI Multitronic,53000,Diesel,Automatic,1,16.55,1968,140.0,5,20500.0,7
Maruti Ciaz ZDi Plus SHVS,54268,Diesel,Manual,1,28.09,1248,88.5,5,7670.0,5
Honda Jazz 1.2 S i VTEC,31000,Petrol,Manual,1,18.7,1199,88.7,5,4900.0,6
Hyundai Verna 1.6 SX,62000,Diesel,Manual,1,22.32,1582,126.32,5,4600.0,9
Maruti Swift Dzire ZDI,56121,Diesel,Manual,1,23.4,1248,74.0,5,4250.0,9
Tata New Safari DICOR 2.2 EX 4x4 BS IV,75391,Diesel,Manual,1,13.93,2179,138.0,7,3750.0,9
Renault Duster 85PS Diesel RxL,55300,Diesel,Manual,1,19.87,1461,83.8,5,4750.0,7
Nissan Terrano XL 110 PS,54000,Diesel,Manual,2,19.01,1461,108.5,5,5750.0,6
Hyundai Xcent 1.2 VTVT E Plus,31000,Petrol,Manual,1,20.14,1197,81.86,5,5000.0,3
Mercedes-Benz C-Class Progressive C 220d,4000,Diesel,Automatic,1,0.0,1950,194.0,5,35000.0,2
Jaguar XF 2.2 Litre Luxury,3000,Diesel,Automatic,1,16.36,2179,187.7,5,52500.0,3
Hyundai Verna 1.6 SX,39791,Diesel,Manual,1,22.32,1582,126.32,5,7490.0,7
Maruti Ritz VDi,65000,Diesel,Manual,2,23.2,1248,73.94,5,3270.0,6
Honda City ZX VTEC,109000,Petrol,Manual,1,16.9,1497,100.0,5,1500.0,15
Honda City 1.5 V MT,80302,Petrol,Manual,1,17.0,1497,118.0,5,3500.0,11
Honda City i VTEC CVT VX,42666,Petrol,Automatic,1,18.0,1497,117.3,5,8950.0,5
Tata Indica V2 eLS,178000,Diesel,Manual,1,25.0,1396,69.0,5,2500.0,5
Hyundai i10 Sportz,35000,Petrol,Manual,1,20.36,1197,78.9,5,2750.0,10
Mahindra XUV500 W10 AWD,66296,Diesel,Manual,1,16.0,2179,140.0,7,15960.0,5
Maruti Alto Green LXi (CNG),65537,CNG,Manual,1,26.83,796,38.4,5,2100.0,9
Hyundai Grand i10 1.2 CRDi Sportz,32663,Diesel,Manual,1,24.0,1186,73.97,5,6280.0,3
Hyundai Santa Fe 4WD AT,28881,Diesel,Automatic,1,13.01,2199,194.3,7,21370.0,5
Maruti Wagon R LXI BSIII,66000,Petrol,Manual,1,14.0,1061,64.0,5,1450.0,16
Hyundai i20 Sportz Option 1.2,44238,Petrol,Manual,1,18.6,1197,81.83,5,6720.0,5
Maruti Wagon R LXI,12000,Petrol,Manual,1,22.5,998,67.04,5,2450.0,11
Toyota Corolla 1.8 J,60000,Petrol,Manual,1,14.53,1798,138.0,5,2250.0,12
Nissan Micra XV CVT,54387,Petrol,Automatic,1,19.15,1198,75.94,5,5850.0,4
Hyundai i20 1.2 Sportz Option,55804,Petrol,Manual,1,17.0,1197,80.0,5,4760.0,7
Honda City 1.5 V AT Exclusive,89000,Petrol,Automatic,1,17.0,1497,118.0,5,3710.0,12
Honda Accord 2001-2003 2.3 VTi L AT,88000,Petrol,Automatic,1,11.1,2354,142.0,5,5250.0,12
Maruti Alto 800 LXI,30000,Petrol,Manual,1,22.74,796,47.3,5,3100.0,4
Maruti Ciaz VDi Plus SHVS,38282,Diesel,Manual,1,28.09,1248,88.5,5,8500.0,4
Maruti Ertiga ZDI,88000,Diesel,Manual,1,20.77,1248,88.8,7,5850.0,9
Renault Duster 85PS Diesel RxL,63591,Diesel,Manual,1,20.45,1461,83.8,5,5350.0,6
Renault KWID 1.0 RXL,31056,Petrol,Manual,1,23.01,999,67.0,5,3600.0,4
Toyota Fortuner 4x2 AT,55547,Diesel,Automatic,1,12.55,2982,168.5,7,24990.0,5
Maruti Omni E 8 Str STD,26875,Petrol,Manual,1,16.8,796,34.2,8,2350.0,8
Porsche Cayenne S Diesel,65003,Diesel,Automatic,1,13.6,4134,382.0,5,67830.0,5
Maruti Swift VDI BSIV,49000,Diesel,Manual,1,25.2,1248,74.0,5,5900.0,5
Hyundai Verna 1.6 SX VTVT (O),54308,Petrol,Manual,1,17.1,1591,121.3,5,4280.0,9
Maruti Ritz VDi,99638,Diesel,Manual,1,23.2,1248,73.94,5,3110.0,8
Honda Jazz 1.2 SV i VTEC,18664,Petrol,Manual,1,18.7,1199,88.7,5,7560.0,3
Tata Bolt Quadrajet XE,40000,Diesel,Manual,1,22.95,1248,74.0,5,5250.0,4
Toyota Innova 2.5 V Diesel 7-seater,136490,Diesel,Manual,1,12.8,2494,102.0,7,9800.0,10
Skoda Laura L n K 1.9 PD AT,68000,Diesel,Automatic,1,15.6,1896,106.0,5,4800.0,10
Toyota Innova Crysta 2.8 ZX AT,42388,Diesel,Automatic,1,11.36,2755,171.5,7,18000.0,5
Toyota Innova Crysta 2.8 GX AT 8S,18000,Diesel,Automatic,1,11.36,2755,171.5,8,18250.0,4
Hyundai i20 1.2 Asta,47000,Petrol,Manual,1,17.0,1197,80.0,5,4500.0,10
Maruti Wagon R LXI,60123,Petrol,Manual,2,18.9,998,67.1,5,1950.0,13
Maruti Wagon R LXI CNG,55000,CNG,Manual,1,26.6,998,58.16,5,3700.0,6
Maruti Ciaz 1.4 Zeta,15982,Petrol,Manual,1,20.73,1373,91.1,5,9960.0,3
Volkswagen Passat Highline DSG,39273,Diesel,Automatic,1,14.3,1968,140.0,5,6990.0,9
Volkswagen Vento Petrol Highline AT,97320,Petrol,Automatic,1,14.4,1598,103.6,5,3750.0,10
Honda Jazz 1.5 V i DTEC,97000,Diesel,Manual,1,27.3,1498,98.6,5,6400.0,6
Honda City i VTEC CVT VX,25000,Petrol,Automatic,1,18.0,1497,117.3,5,9450.0,5
Hyundai i10 Sportz Option,45000,Petrol,Manual,1,20.36,1197,78.9,5,3550.0,8
Maruti Wagon R LXI Minor,55000,Petrol,Manual,2,18.9,1061,67.0,5,1750.0,13
Volkswagen Polo 1.2 MPI Highline,62000,Petrol,Manual,1,16.47,1198,74.0,5,5350.0,7
Maruti Alto K10 2010-2014 VXI,54000,Petrol,Manual,2,20.92,998,67.1,5,2750.0,8
Tata Nano XTA,17800,Petrol,Automatic,2,21.9,624,37.48,4,2380.0,5
Hyundai i20 Asta 1.2,31045,Petrol,Manual,2,18.6,1197,81.83,5,5650.0,7
Mercedes-Benz M-Class ML 350 4Matic,27833,Diesel,Automatic,1,0.0,2987,165.0,5,49240.0,5
Toyota Fortuner 4x2 AT,47566,Diesel,Automatic,1,12.55,2982,168.5,7,20250.0,6
Chevrolet Aveo U-VA 1.2 LS,140000,Petrol,Manual,1,15.26,1150,74.9,5,900.0,14
Honda Jazz 1.2 V CVT i VTEC,20026,Petrol,Automatic,1,19.0,1199,88.7,5,9270.0,3
Hyundai Grand i10 AT Asta,69053,Petrol,Automatic,1,18.9,1197,82.0,5,5720.0,6
Volkswagen Polo 1.0 MPI Trendline,1000,Petrol,Manual,1,18.78,999,75.0,5,5680.0,2
Skoda Fabia 1.2 Petrol Active,72000,Petrol,Manual,1,16.25,1198,73.9,5,2210.0,11
Maruti Swift Dzire VXi,55000,Petrol,Manual,1,17.5,1298,85.8,5,4250.0,8
Audi Q7 35 TDI Quattro Technology,45180,Diesel,Automatic,1,12.07,2967,241.4,7,50220.0,5
Mercedes-Benz GLA Class 200 CDI SPORT,27000,Diesel,Automatic,1,17.9,2143,136.0,5,23000.0,6
Hyundai Grand i10 AT Asta,46000,Petrol,Automatic,1,18.9,1197,82.0,5,5100.0,6
Maruti Swift Dzire Tour LDI,168205,Diesel,Manual,1,23.4,1248,74.0,5,4000.0,6
Mahindra TUV 300 T8,47035,Diesel,Manual,1,18.49,1493,100.0,7,6950.0,5
Maruti Wagon R VXI,31817,Petrol,Manual,1,22.5,998,67.04,5,5340.0,2
Toyota Innova 2.5 G4 Diesel 8-seater,240000,Diesel,Manual,4,12.8,2494,102.0,8,5100.0,16
Skoda Superb 1.8 TSI,35102,Petrol,Automatic,1,12.6,1798,161.6,5,5500.0,11
Mahindra XUV500 W8 4WD,81000,Diesel,Manual,1,15.1,2179,140.0,7,9000.0,7
Maruti Wagon R LXI BS IV,91000,Petrol,Manual,1,18.9,998,67.1,5,2300.0,11
Honda City i DTEC S,66000,Diesel,Manual,1,26.0,1498,98.6,5,5700.0,7
Maruti Wagon R LXI BS IV,13008,Petrol,Manual,1,20.51,998,67.04,5,3500.0,6
Mercedes-Benz GLE 250d,21000,Diesel,Automatic,1,17.9,2143,201.15,5,56000.0,5
Honda CR-V 2.4 MT,92000,Petrol,Manual,2,10.8,2354,152.0,5,3700.0,13
Volkswagen Polo 1.5 TDI Trendline,32400,Diesel,Manual,1,20.14,1498,88.8,5,3950.0,7
BMW X1 sDrive 20d Sportline,49000,Diesel,Automatic,1,17.05,1995,184.0,5,22990.0,6
Hyundai i10 Magna 1.2,84045,Petrol,Manual,1,20.36,1197,78.9,5,2850.0,12
Hyundai i10 Era 1.1,34697,Petrol,Manual,1,19.81,1086,68.05,5,3700.0,8
BMW X1 sDrive 20d Sportline,21000,Diesel,Automatic,1,17.05,1995,184.0,5,33000.0,5
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,2500,Petrol,Manual,1,15.29,1591,121.3,5,12750.0,3
Tata Safari Storme 2012-2015 LX,40611,Diesel,Manual,1,14.0,2179,138.1,7,8150.0,6
Honda Amaze S i-Dtech,46992,Diesel,Manual,1,25.8,1498,98.6,5,3750.0,8
Volkswagen Vento Diesel Trendline,173000,Diesel,Manual,1,20.54,1598,103.6,5,4000.0,10
Maruti Vitara Brezza ZDi Plus,48324,Diesel,Manual,1,24.3,1248,88.5,5,9000.0,4
Volkswagen Vento 2013-2015 1.6 Comfortline,25899,Petrol,Manual,1,15.04,1598,103.2,5,6200.0,5
Toyota Etios Cross 1.4 GD,43127,Diesel,Manual,1,23.59,1364,67.04,5,6850.0,3
Toyota Innova 2.5 G3,162000,Diesel,Manual,2,12.8,2494,102.0,8,4800.0,14
Hyundai Verna 1.4 CRDi,79000,Diesel,Manual,1,24.8,1396,88.7,5,7250.0,5
Honda City i VTEC CVT VX,34696,Petrol,Automatic,1,18.0,1497,117.3,5,12080.0,3
Audi Q5 2.0 TDI Premium Plus,43000,Diesel,Automatic,1,14.16,1968,174.3,5,39500.0,5
Honda City 1.5 V AT,45000,Petrol,Automatic,1,16.8,1497,118.0,5,5250.0,6
Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,85000,Diesel,Manual,2,15.0,1896,105.0,5,3500.0,12
Maruti Swift ZDi,58000,Diesel,Manual,1,25.2,1248,74.0,5,5950.0,6
Hyundai Grand i10 Sportz,15000,Petrol,Manual,1,18.9,1197,82.0,5,4900.0,6
Honda Brio VX AT,47000,Petrol,Automatic,1,16.5,1198,86.8,5,5400.0,8
Hyundai Verna SX CRDi AT,104000,Diesel,Automatic,1,19.08,1582,126.32,5,5750.0,10
Maruti Vitara Brezza ZDi Plus,38426,Diesel,Manual,1,24.3,1248,88.5,5,9130.0,4
Volkswagen Polo Diesel Trendline 1.2L,66035,Diesel,Manual,1,22.07,1199,73.9,5,2490.0,10
Honda City 1.5 V MT,94832,Petrol,Manual,1,17.0,1497,118.0,5,3830.0,10
Maruti Alto K10 VXI,48624,Petrol,Manual,1,24.07,998,67.1,5,3220.0,10
Chevrolet Beat Diesel LT,109500,Diesel,Manual,3,25.44,936,57.6,5,1500.0,10
Hyundai Santro Xing GLS,80227,Petrol,Manual,1,17.92,1086,62.1,5,2300.0,12
Hyundai EON Magna Plus,45000,Petrol,Manual,1,21.1,814,55.2,5,2500.0,9
BMW X1 sDrive 20d xLine,42265,Diesel,Automatic,2,20.68,1995,190.0,5,22240.0,6
Ford Fiesta 1.4 ZXi Leather,75000,Petrol,Manual,2,16.6,1388,68.0,5,2000.0,14
Maruti Ciaz VXi Plus,41000,Petrol,Manual,1,20.73,1373,91.1,5,5850.0,6
Tata Manza Aura Quadrajet BS IV,86500,Diesel,Manual,2,21.12,1248,88.8,5,1800.0,10
Maruti Ritz VDi,85388,Diesel,Manual,1,21.1,1248,73.9,5,3900.0,8
Honda City i VTEC VX Option,53000,Petrol,Manual,1,17.8,1497,117.3,5,6950.0,6
Maruti Wagon R AMT VXI,68630,Petrol,Automatic,1,20.51,998,67.0,5,3870.0,5
BMW 5 Series 2013-2017 520d M Sport,7000,Diesel,Automatic,1,18.12,1995,190.0,5,46000.0,3
Ford Figo Petrol ZXI,51593,Petrol,Manual,2,15.6,1196,70.0,5,3470.0,10
Mini Clubman Cooper S,8350,Petrol,Manual,1,13.8,1998,192.0,5,35000.0,4
Skoda Octavia 2.0 TDI AT Style Plus,31021,Diesel,Automatic,1,19.5,1968,141.0,5,16610.0,5
Land Rover Discovery Sport TD4 HSE 7S,24013,Diesel,Automatic,1,12.81,1999,148.31,7,56140.0,2
Hyundai i10 Magna AT,21000,Petrol,Automatic,1,19.2,1197,80.0,5,2600.0,12
Hyundai Verna 1.6 VTVT AT SX,33858,Petrol,Automatic,1,17.01,1591,121.3,5,9030.0,3
Honda City i-VTEC CVT VX,4500,Petrol,Automatic,1,18.0,1497,117.3,5,12500.0,3
Hyundai i20 1.2 Magna,52000,Petrol,Manual,1,18.5,1197,80.0,5,3650.0,11
Toyota Etios VXD,111000,Diesel,Manual,1,23.59,1364,67.1,5,4750.0,9
Honda Amaze SX i-VTEC,28246,Petrol,Manual,2,17.8,1198,86.7,5,4940.0,7
BMW 3 Series 320i Sedan,59660,Petrol,Automatic,1,12.05,1995,154.0,5,10490.0,11
Audi A6 3.0 TDI quattro,45000,Diesel,Automatic,2,16.77,2967,241.38,5,11500.0,13
Mitsubishi Pajero Sport 4X4 AT,8900,Diesel,Automatic,1,13.5,2477,175.56,6,26500.0,3
Volvo V40 Cross Country D3,32700,Diesel,Automatic,1,23.3,1984,150.0,5,20000.0,7
Maruti Ciaz AT ZXi,50979,Petrol,Automatic,1,19.12,1373,91.1,5,6900.0,6
Hyundai i20 1.2 Asta Option,15985,Petrol,Manual,1,18.6,1197,81.83,5,7770.0,3
Toyota Innova Crysta 2.8 GX AT 8S,36000,Diesel,Automatic,1,11.36,2755,171.5,8,17500.0,5
Mercedes-Benz GLC 220d 4MATIC Style,24000,Diesel,Automatic,1,17.9,2143,170.0,5,46950.0,4
Mahindra XUV500 W8 4WD,55000,Diesel,Manual,1,15.1,2179,140.0,7,8500.0,8
Volkswagen Polo Diesel Trendline 1.2L,86300,Diesel,Manual,1,22.07,1199,73.9,5,4500.0,8
Maruti Swift Dzire VDi,83327,Diesel,Manual,1,19.3,1248,73.9,5,5800.0,8
Maruti SX4 ZXI MT BSIV,79940,Petrol,Manual,1,15.5,1586,103.3,5,2780.0,10
Maruti Swift VDI,80000,Diesel,Manual,1,22.9,1248,74.0,5,4250.0,9
Hyundai i20 Sportz 1.2,32000,Petrol,Manual,1,18.6,1197,81.83,5,4800.0,6
Maruti Wagon R VXI BSIII,79000,Petrol,Manual,1,18.9,998,67.1,5,3000.0,8
Ford Ecosport 1.5 DV5 MT Titanium Optional,30000,Diesel,Manual,1,22.7,1498,89.84,5,8750.0,4
Honda City i VTEC SV,55000,Petrol,Manual,1,17.8,1497,117.3,5,5840.0,7
Hyundai Verna VTVT 1.6 AT SX Option,40600,Petrol,Automatic,1,17.0,1591,121.3,5,7200.0,6
Mercedes-Benz GLE 350d,29277,Diesel,Automatic,1,11.57,2987,254.79,5,59650.0,3
Hyundai Grand i10 1.2 Kappa Sportz,10393,Petrol,Manual,1,18.9,1197,81.86,5,6030.0,3
Hyundai EON Era Plus,68764,Petrol,Manual,1,21.1,814,55.2,5,2900.0,6
Toyota Etios Liva GD SP,69189,Diesel,Manual,1,23.59,1364,67.06,5,5300.0,6
Skoda Superb Elegance 1.8 TSI AT,95000,Petrol,Automatic,1,13.7,1798,157.75,5,10000.0,9
Hyundai i10 Magna 1.2,62000,Petrol,Manual,1,20.36,1197,78.9,5,2400.0,11
Land Rover Range Rover Sport SE,47000,Diesel,Automatic,2,12.65,2993,255.0,5,64750.0,7
Ford EcoSport 1.5 Petrol Titanium Plus AT,14000,Petrol,Automatic,1,14.8,1497,121.36,5,9990.0,4
Ford Ikon 1.3 Flair,27076,Petrol,Manual,1,13.8,1299,70.0,5,1600.0,15
Volkswagen Polo Petrol Trendline 1.2L,36733,Petrol,Manual,1,16.47,1198,73.9,5,4720.0,5
Ford Fiesta 1.6 ZXI Duratec,87000,Petrol,Manual,2,15.3,1596,101.0,5,1370.0,15
Maruti Swift VDi BSIII W/ ABS,50000,Diesel,Manual,1,17.8,1248,75.0,5,5700.0,6
Maruti Ertiga SHVS VDI,17400,Diesel,Manual,1,24.52,1248,88.5,7,9750.0,4
Toyota Corolla H4,105000,Petrol,Automatic,2,11.3,1794,125.0,5,2500.0,17
Hyundai i20 Magna 1.4 CRDi,44000,Diesel,Manual,1,22.54,1396,88.73,5,5350.0,6
Maruti Alto K10 VXI,12000,Petrol,Manual,1,24.07,998,67.1,5,3250.0,4
Ford Endeavour 2.2 Trend AT 4X2,75000,Diesel,Automatic,1,12.62,2198,158.0,7,24000.0,5
Honda City 1.5 V MT,65100,Petrol,Manual,1,17.0,1497,118.0,5,3150.0,11
Skoda Superb Elegance 1.8 TSI AT,46000,Petrol,Automatic,1,13.7,1798,157.75,5,4900.0,10
Hyundai Xcent 1.2 CRDi S,26000,Diesel,Manual,1,25.4,1186,73.97,5,5000.0,5
Ford Fiesta 1.4 TDCi EXI,85000,Diesel,Manual,1,17.8,1399,68.0,5,3200.0,10
